Concept	Pronunciation	Phon_1st	KF	ln(KF)	BNC	ln(BNC)	Familiarity	Length_Letters	Length_Phonemes	Length_Syllables	Bigram	Trigram	ColtheartN	Num_Feats_Tax	Num_Feats_No_Tax	Num_Disting_Feats_No_Tax	Disting_Feats_%_No_Tax	Mean_Distinct_No_Tax	Mean_CV_No_Tax	Density_No_Tax	Num_Corred_Pairs_No_Tax	%_Corred_Pairs_No_Tax	Num_Func	Num_Vis_Mot	Num_VisF&S	Num_Vis_Col	Num_Sound	Num_Taste	Num_Smell	Num_Tact	Num_Ency	Num_Tax
spoon	[spu:n]	s	6	1.79	1013	6.92	8.65	5	4	1	567.62	74.23	4	19	18	8	44.4	0.380	0.381	101.29	8	18	7	0	7	1	0	0	0	0	3	1
squid	[skwId]	s	1	0.00	174	5.16	3.45	5	5	1	111.25	13.29	1	11	9	3	33.3	0.280	0.280	144.49	6	40	1	2	1	0	0	0	0	1	4	2
squirrel	[skI][r@l]	s	1	0.00	396	5.98	7.85	8	6	2	419.05	34.58	0	18	16	2	12.5	0.177	0.192	239.63	16	18	0	5	6	2	0	0	0	0	3	2
starling	[stA:][lIN]	s	1	0.00	183	5.21	2.75	8	6	2	1921.27	984.36	7	12	11	0	0.0	0.064	0.045	738.78	28	51	0	3	4	1	1	0	0	0	2	1
stereo	[stE][rI][@U]	s	12	2.48	608	6.41	8.95	6	6	3	608.42	21.51	0	15	15	11	73.3	0.664	0.650	0.00	0	0	5	0	7	0	2	0	0	0	1	0
stick	[stIk]	s	61	4.11	5540	8.62	7.55	5	4	1	2417.52	441.31	5	11	9	4	44.4	0.487	0.480	8.76	1	10	3	0	4	0	0	0	0	1	1	2
stone	[st@Un]	s	70	4.25	11527	9.35	7.40	5	4	1	1571.60	401.31	8	11	9	0	0.0	0.079	0.081	39.68	3	8	2	0	2	1	0	0	0	4	0	2
stool_(furniture)	[stu:l]	s	1	0.00	1144	7.04	7.80	5	4	1	1234.19	311.62	3	13	13	4	30.8	0.264	0.265	31.12	1	3	1	0	10	0	0	0	0	0	2	0
stork	[stO:k]	s	1	0.00	129	4.86	2.50	5	4	1	1228.56	317.12	5	14	13	3	23.1	0.230	0.238	383.30	11	24	1	3	7	1	0	0	0	0	1	1
stove	[st@Uv]	s	17	2.83	782	6.66	8.35	5	4	1	1392.43	366.63	6	13	12	4	33.3	0.402	0.429	358.79	14	50	3	0	4	0	0	0	0	1	4	1
strainer	[streI][n@r*]	s	1	0.00	40	3.69	6.70	8	7	2	1003.15	266.51	1	13	12	6	50.0	0.443	0.409	23.47	1	7	6	0	4	0	0	0	0	0	2	1
strawberry	[strO:][b@][rI]	s	2	0.69	661	6.49	8.45	10	8	3	115.36	0.00	0	17	16	6	37.5	0.360	0.346	190.86	10	22	5	0	2	2	0	2	0	2	3	1
submarine	[sVb][m@][ri:n]	s	47	3.85	767	6.64	3.05	9	8	3	794.81	121.07	0	13	13	7	53.8	0.490	0.459	0.00	0	0	4	0	4	0	0	0	0	0	5	0
subway	[sVb][weI]	s	8	2.08	167	5.12	5.90	6	5	2	283.51	50.17	0	14	13	6	46.2	0.475	0.472	63.93	3	14	2	1	3	0	1	0	0	0	6	1
surfboard	  - 	s	1	0.00	33	3.50	3.90	9	7	2	223.37	37.09	0	12	12	4	33.3	0.404	0.397	32.71	1	4	2	1	5	1	0	0	0	0	3	0
swan	[swOn]	s	4	1.39	1431	7.27	4.20	4	4	1	1014.32	14.22	8	16	15	3	20.0	0.240	0.268	601.78	22	33	0	2	5	1	1	0	0	0	6	1
sweater	[swE][t@r*]	s	18	2.89	774	6.65	8.45	7	6	2	1285.57	294.48	2	11	9	1	11.1	0.172	0.184	390.30	16	57	2	0	3	1	0	0	0	1	2	2
swimsuit	[swIm][su:t]	s	1	0.00	137	4.92	7.50	8	7	2	100.94	19.03	0	19	17	11	64.7	0.588	0.577	91.83	7	47	5	0	4	1	0	0	0	1	6	2
sword	[sO:d]	s	11	2.40	1887	7.54	2.95	5	3	1	417.54	23.16	3	16	15	4	26.7	0.254	0.249	184.99	11	20	3	0	9	0	0	0	0	1	2	1
table	"[teI][bl,]"	t	242	5.49	23156	10.05	8.95	5	4	2	820.00	229.24	4	11	10	3	30.0	0.287	0.283	31.12	1	5	1	0	6	0	0	0	0	0	3	1
tack	[t&k]	t	4	1.39	580	6.36	6.40	4	3	1	2157.01	718.41	15	13	13	3	23.1	0.309	0.294	54.39	4	9	3	0	4	2	0	0	0	1	3	0
tangerine	  - 	t	1	0.00	78	4.36	7.10	9	7	3	902.66	171.12	0	16	15	0	0.0	0.142	0.134	1419.41	58	55	1	0	6	1	0	1	0	1	5	1
tank_(army)	[t&Nk]	t	30	3.40	4793	8.47	2.55	4	4	1	1502.93	108.28	12	13	13	6	46.2	0.426	0.426	33.05	2	10	3	0	5	1	0	0	0	1	3	0
tank_(container)	[t&Nk]	t	30	3.40	4793	8.47	5.50	4	4	1	1502.93	108.28	12	10	10	1	10.0	0.182	0.170	48.08	3	8	5	0	5	0	0	0	0	0	0	0
tap	[t&p]	t	19	2.94	2549	7.84	7.85	3	3	1			18	9	8	3	37.5	0.476	0.475	17.96	1	10	4	0	1	0	0	0	0	0	3	1
tape_(scotch)	[teIp]	t	39	3.66	6317	8.75	7.80	4	3	1	639.81	48.13	10	11	11	7	63.6	0.635	0.633	7.66	1	17	2	0	2	2	0	0	0	1	4	0
taxi	[t&k][sI]	t	19	2.94	2195	7.69	7.35	4	5	2	460.62	29.61	0	10	8	2	25.0	0.244	0.277	99.82	6	40	2	1	0	1	0	0	0	0	4	2
telephone	[tE][lI][f@Un]	t	82	4.41	8551	9.05	8.85	9	7	3	337.53	125.99	0	12	12	7	58.3	0.595	0.612	25.18	2	20	3	0	6	0	1	0	0	0	2	0
tent	[tEnt]	t	30	3.40	1564	7.36	6.85	4	4	1	1476.33	687.57	15	11	11	5	45.5	0.551	0.547	36.62	3	20	4	0	4	0	0	0	0	0	3	0
thermometer	  - 	T	16	2.77	172	5.15	7.00	11	8	4	0.00	0.00	0	12	12	8	66.7	0.691	0.691	0.00	0	0	6	0	5	0	0	0	0	0	1	0
thimble	  - 	T	1	0.00	41	3.71	3.85	7	5	2	624.55	83.86	0	11	11	6	54.5	0.480	0.501	19.06	2	20	4	0	4	1	0	0	0	0	2	0
tie	[taI]	t	38	3.64	4506	8.41	6.90	3	2	1			12	14	12	4	33.3	0.362	0.390	96.24	10	36	2	0	6	1	0	0	0	0	3	2
tiger	[taI][g@r*]	t	8	2.08	1324	7.19	3.80	5	5	2	2726.76	56.60	1	24	19	4	21.1	0.224	0.211	231.84	14	13	1	0	8	2	1	0	0	0	7	5
toad	[t@Ud]	t	4	1.39	468	6.15	4.65	4	3	1	1109.57	122.80	5	23	19	4	21.1	0.259	0.242	340.97	14	13	0	6	5	2	1	0	0	1	4	4
toaster	[t@U][st@r*]	t	1	0.00	97	4.57	7.80	7	6	2	1262.21	170.52	2	14	13	7	53.8	0.519	0.521	138.80	9	60	4	1	4	0	0	0	0	1	3	1
toilet	[tOI][lIt]	t	17	2.83	2071	7.64	8.55	6	5	2	755.05	115.49	1	8	8	3	37.5	0.446	0.440	34.81	2	20	2	0	3	1	0	0	0	0	2	0
tomahawk	  - 	t	1	0.00	44	3.78	2.10	8	6	3	243.41	21.32	0	14	11	4	36.4	0.375	0.373	82.46	4	19	4	0	6	0	0	0	0	1	0	3
tomato	[t@][mA:][t@U]	t	7	1.95	1490	7.31	7.75	6	6	3	366.45	13.92	0	13	11	2	18.2	0.188	0.196	176.28	11	31	3	0	2	2	0	0	0	1	3	2
tongs	[tONz]	t	2	0.69	180	5.19	6.15	5	4	1	463.51	52.85	4	8	7	2	28.6	0.316	0.311	0.00	0	0	3	0	3	0	0	0	0	0	1	1
tortoise	[tO:][t@s]	t	4	1.39	285	5.65	2.40	8	5	2	354.30	63.00	0	14	11	2	18.2	0.247	0.264	154.02	5	14	0	2	4	1	0	0	0	1	3	3
toy	[tOI]	t	15	2.71	2141	7.67	7.70	3	2	1			15	8	7	3	42.9	0.517	0.552	60.41	3	50	5	0	0	0	0	0	0	0	2	1
tractor	[tr&k][t@r*]	t	31	3.43	730	6.59	6.00	7	7	2	375.99	104.16	1	13	12	3	25.0	0.218	0.241	25.23	2	6	1	1	5	2	1	0	0	0	2	1
trailer	[treI][l@r*]	t	23	3.14	653	6.48	6.15	7	6	2	1206.15	88.24	4	12	12	6	50.0	0.528	0.509	9.92	1	7	6	0	4	0	0	0	0	0	2	0
train	[treIn]	t	98	4.58	10384	9.25	6.05	5	4	1	1247.27	546.95	6	15	15	7	46.7	0.512	0.503	243.72	12	43	4	1	5	0	1	0	0	0	4	0
tray	[treI]	t	21	3.04	1826	7.51	6.75	4	3	1	545.19	42.53	7	12	12	3	25.0	0.312	0.318	65.04	7	19	5	0	6	0	0	0	0	0	1	0
tricycle	"[traI][sI][kl,]"	t	1	0.00	57	4.04	6.20	8	7	3	284.22	11.25	0	17	15	2	13.3	0.246	0.244	327.94	19	24	4	1	7	1	0	0	0	0	2	2
tripod	[traI][pOd]	t	4	1.39	172	5.15	3.45	6	6	2	397.73	19.65	1	6	6	4	66.7	0.723	0.713	0.00	0	0	4	0	2	0	0	0	0	0	0	0
trolley	[trO][lI]	t	5	1.61	730	6.59	3.70	7	5	2	736.24	76.29	1	8	8	1	12.5	0.178	0.166	35.36	2	10	3	0	4	0	0	0	0	0	1	0
trombone	[trOm][b@Un]	t	1	0.00	142	4.96	3.35	8	7	2	464.61	63.41	0	13	12	2	16.7	0.208	0.214	302.27	15	33	4	0	5	1	2	0	0	0	0	1
trousers	[traU][z@z]	t	10	2.30	545	6.30	6.80	8	6	2	690.44	180.30	0	19	17	3	17.6	0.250	0.260	930.08	34	37	4	0	8	1	0	0	0	1	3	2
trout	[traUt]	t	4	1.39	725	6.59	5.05	5	4	1	2151.82	993.63	0	14	12	1	8.3	0.155	0.176	652.54	21	38	2	1	4	0	0	1	1	0	3	2
truck	[trVk]	t	79	4.37	1867	7.53	7.65	5	4	1	756.54	128.98	4	13	11	2	18.2	0.262	0.250	273.68	14	39	2	0	6	0	0	0	0	1	2	2
trumpet	[trVm][pIt]	t	7	1.95	531	6.27	4.20	7	7	2	324.87	23.27	1	13	12	3	25.0	0.294	0.276	251.09	14	39	4	0	6	1	1	0	0	0	0	1
tuba	  - 	t	1	0.00	65	4.17	3.30	4	4	2	106.65	8.24	3	13	12	0	0.0	0.117	0.094	231.83	12	18	3	0	4	1	3	0	0	1	0	1
tuna	[tu:][n@]	t	1	0.00	357	5.88	5.65	4	4	2	205.32	9.52	1	14	13	2	15.4	0.136	0.122	375.97	14	25	4	1	3	0	0	1	1	0	3	1
turkey	[t3:][kI]	t	10	2.30	2236	7.71	5.50	6	4	2	906.68	215.65	0	18	15	5	33.3	0.368	0.392	119.02	9	20	3	1	3	0	1	0	0	0	7	3
turnip	[t3:][nIp]	t	1	0.00	174	5.16	4.75	6	5	2	463.78	180.78	0	9	8	0	0.0	0.090	0.114	158.54	10	36	2	0	1	1	0	1	0	1	2	1
turtle	"[t3:][tl,]"	t	9	2.20	447	6.10	5.70	6	4	2	1559.43	462.24	1	18	14	3	21.4	0.221	0.223	165.52	5	9	0	4	5	1	0	0	0	1	3	4
typewriter	[taIp][raI][t@r*]	t	11	2.40	595	6.39	5.30	10	8	3	211.09	0.00	0	16	15	8	53.3	0.546	0.543	55.05	4	19	2	0	6	0	1	0	0	1	5	1
umbrella	[Vm][brE][l@]	V	11	2.40	987	6.89	7.35	8	7	3	117.06	14.24	0	11	11	4	36.4	0.291	0.272	0.00	0	0	3	0	6	1	0	0	0	0	1	0
unicycle	  - 	u:	1	0.00	14	2.64	2.75	8	7	4	185.06	11.92	0	9	8	4	50.0	0.453	0.514	73.57	3	50	3	0	3	0	0	0	0	0	2	1
urn	[3:n]	3:	4	1.39	226	5.42	2.60	3	2	1			0	7	7	3	42.9	0.317	0.307	0.00	0	0	2	0	2	0	0	0	0	0	3	0
van	[v&n]	v	32	3.47	4655	8.45	8.00	3	3	1			10	15	13	3	23.1	0.271	0.263	305.74	15	33	4	0	8	0	0	0	0	0	1	2
veil	[veIl]	v	11	2.40	617	6.42	3.70	4	3	1	673.89	10.09	2	10	9	4	44.4	0.511	0.549	51.68	3	30	3	0	1	3	0	0	0	0	2	1
vest	[vEst]	v	5	1.61	389	5.96	7.00	4	4	1	3128.29	437.09	11	10	9	5	55.6	0.409	0.428	9.04	1	17	2	0	3	1	0	0	0	0	3	1
vine	[vaIn]	v	12	2.48	913	6.82	5.00	4	3	1	1471.34	315.70	15	8	7	4	57.1	0.514	0.473	9.74	1	33	2	0	2	1	0	0	0	0	2	1
violin	[vaI][@][lIn]	v	1	0.00	702	6.55	3.80	6	6	3	274.45	13.22	0	11	10	4	40.0	0.472	0.491	157.11	6	40	3	0	3	1	1	0	0	0	2	1
vulture	[vVl][tS@r*]	v	4	1.39	291	5.67	2.40	7	6	2	468.91	263.34	1	18	15	5	33.3	0.202	0.212	463.18	13	29	0	3	8	0	0	0	0	0	4	3
wagon	[w&][g@n]	w	72	4.28	937	6.84	5.60	5	5	2	388.39	20.22	0	14	13	2	15.4	0.245	0.269	356.03	15	27	5	0	6	1	0	0	0	0	1	1
wall	[wO:l]	w	230	5.44	18207	9.81	8.90	4	3	1	3098.84	519.87	12	14	13	7	53.8	0.520	0.532	17.03	1	7	5	0	5	0	0	0	0	1	2	1
walnut	[wO:l][nVt]	w	16	2.77	461	6.13	5.75	6	6	2	414.12	49.52	0	11	9	1	11.1	0.166	0.165	16.21	2	7	3	0	2	1	0	0	0	2	1	2
walrus	[wO:l][r@s]	w	1	0.00	65	4.17	2.15	6	6	2	459.05	49.44	0	14	12	5	41.7	0.323	0.304	82.74	3	14	1	1	7	1	0	0	0	0	2	2
wand	[wOnd]	w	1	0.00	190	5.25	2.60	4	4	1	2300.30	727.52	9	10	9	6	66.7	0.672	0.672	0.00	0	0	5	0	2	1	0	0	0	0	1	1
wasp	[wOsp]	w	2	0.69	617	6.42	5.20	4	4	1	1299.50	25.72	6	16	14	4	28.6	0.225	0.196	239.08	9	20	0	2	3	2	1	0	0	0	6	2
whale	[weIl]	w	1	0.00	1339	7.20	3.50	5	3	1	2497.16	115.17	3	12	10	3	30.0	0.343	0.360	114.51	5	24	1	3	2	0	0	0	0	0	4	2
wheel	[wi:l]	w	77	4.34	4313	8.37	8.20	5	3	1	4260.26	456.58	0	10	10	7	70.0	0.616	0.633	0.00	0	0	1	1	5	0	0	0	0	0	3	0
wheelbarrow	  - 	w	1	0.00	251	5.53	5.40	11	6	3	0.00	0.00	0	14	14	3	21.4	0.257	0.242	124.22	7	13	5	0	8	0	0	0	0	0	1	0
whip	[wIp]	w	20	3.00	1143	7.04	3.75	4	3	1	3573.84	41.76	5	14	13	7	53.8	0.449	0.406	8.76	1	7	3	0	4	1	1	0	0	0	4	1
whistle	"[wI][sl,]"	w	4	1.39	930	6.84	6.40	7	4	2	421.65	51.59	2	14	14	6	42.9	0.438	0.448	16.56	2	7	6	0	4	0	4	0	0	0	0	0
willow	[wI][l@U]	w	10	2.30	524	6.26	3.50	6	4	2	675.89	200.55	3	10	8	1	12.5	0.214	0.204	128.24	4	19	0	0	6	2	0	0	0	0	0	2
woodpecker	[wUd][pE][k@r*]	w	1	0.00	146	4.98	4.10	10	8	3	60.55	0.00	0	15	13	5	38.5	0.348	0.335	261.54	8	29	0	4	4	0	2	0	0	0	3	2
worm	[w3:m]	w	9	2.20	1273	7.15	6.55	4	3	1	2233.65	722.34	9	11	11	3	27.3	0.325	0.333	8.74	1	4	2	3	2	1	0	0	0	1	2	0
wrench	[rEntS]	r	2	0.69	213	5.36	4.70	6	4	1	433.95	46.08	2	14	13	7	53.8	0.439	0.458	8.46	1	7	8	0	3	0	0	0	0	1	1	1
yacht	[jOt]	j	7	1.95	1426	7.26	3.85	5	3	1	773.06	4.92	0	14	13	7	53.8	0.391	0.348	47.47	3	20	5	0	3	0	0	0	0	0	5	1
yam	[j&m]	j	1	0.00	51	3.93	3.30	3	3	1			9	7	6	1	16.7	0.219	0.212	51.74	3	30	2	0	0	1	0	1	0	0	2	1
zebra	[zE][br@]	z	1	0.00	276	5.62	2.60	5	5	2	44.75	2.44	0	16	13	1	7.7	0.194	0.202	320.29	18	27	2	2	5	2	0	0	0	0	2	3
zucchini	  - 	z	1	0.00	1	0.00	5.10	8	6	3	0.00	0.00	0	15	14	4	28.6	0.288	0.271	286.36	8	18	4	0	4	3	0	1	0	0	2	1
